Year,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,rice_price,wheat_price,maize_price,ChickPea_price
2003,59.54,99.81,58.02,25.84,54.89,7.53,296.32,369.46,197.5,34.1,203.58
2003,76.13,43.34,79.94,27.97,46.98,7.08,659.49,341.79,211.82,108.75,285.6
2003,48.6,43.52,67.54,33.12,75.68,6.13,518.95,305.23,228.89,167.84,116.11
2003,41.79,24.94,53.23,27.91,38.93,6.24,1459.55,454.59,154.27,154.72,222.07
2003,34.91,91.95,86.01,25.7,73.04,6.16,783.66,222.03,84.84,195.37,303.59
2003,38.95,77.81,50.66,26.47,37.29,8.41,1489.78,194.93,197.11,163.04,258.66
2003,57.75,94.69,37.58,27.19,88.74,8.08,1335.99,264.68,259.34,93.12,136.4
2003,34.92,73.93,8.8,25.08,53.93,5.71,1868.47,174.87,118.57,84.94,329.1
2003,72.24,48.01,55.43,10.63,67.67,6.42,1148.77,314.26,209.82,38.5,247.42
2003,94.37,64.65,22.82,18.82,64.51,8.3,1066.54,339.91,82.68,30.61,242.77
2003,60.11,22.79,5.04,25.24,54.84,5.98,269.27,419.5,206.97,154.41,357.87
2003,66.47,66.94,59.14,19.17,87.16,5.87,1659.46,291.81,83.39,79.48,71.55
2003,5.33,36.17,29.7,33.48,66.6,5.88,351.55,351.38,205.28,166.16,142.75
2003,81.08,40.29,23.82,23.15,83.9,7.47,1832.75,371.2,213.43,47.84,236.41
2003,30.38,26.28,17.95,17.55,47.64,7.3,984.07,374.96,123.18,160.48,399.84
2003,20.02,85.87,81.52,24.5,85.15,6.77,1731.87,386.33,275.69,168.77,164.91
2003,36.49,65.51,19.56,23.8,88.59,6.47,1367.62,292.92,164.06,143.06,215.86
2003,61.37,97.85,71.06,14.01,75.06,7.42,824.7,176.88,157.15,197.06,238.73
2003,83.16,32.78,46.4,25.94,78.35,7.88,276.85,316.88,142.55,119.14,309
2003,60.88,23.11,2.43,11.73,60.73,6.35,620.4,473.34,63.66,94.46,178.9
2003,44.66,49.12,7.15,31.46,63.67,7.89,1781.59,310.77,136.58,94.98,284.37
2003,85.95,2.08,58.38,20.33,52.29,7.99,1283.2,290.96,73.97,186.26,67.56
2003,43.04,35,77.04,31.23,77.44,5.66,257.52,429.17,256.53,56.81,152.7
2003,56.18,32.13,21.17,11.91,46.66,5.74,1666.16,472.86,207.9,149.03,78.44
2003,82.68,19.7,17.12,25.86,64.17,7.96,1683.13,365.97,218.97,140.97,375.04
2003,8.07,5.52,76.19,32.81,40.25,8.39,262.55,465.7,152.58,34.57,355.61
2003,84.51,74.59,33.84,31.54,40.33,7.78,423.82,156.6,290.38,63.27,289.86
2003,91.37,80.22,53.04,14.23,66.54,5.78,1709.99,176.06,168.81,96.79,385.19
2003,75.35,80.98,58.45,10.81,48.2,5.59,1471.3,131.24,58.75,187.44,115.02
2003,64.83,3.23,53.98,12.41,45.24,6.29,720.39,161.72,264.35,113.47,150.87
2003,23.48,81.73,31.76,28.56,61.15,8.45,1903.68,403.45,267.46,112.79,359.62
2003,66.24,17.75,47.37,20.68,47.75,7.73,206.01,342.25,296.28,136.3,283.01
2003,80.97,17.75,45.93,12.87,85.38,5.81,1935.88,351.2,129.58,34.79,350.03
2003,81.46,58.18,63.51,25.23,38.84,7.58,296.06,372.49,179.24,135.09,253.54
2003,46.46,45.6,55.59,34.08,86.96,7.78,1326.54,389.53,141.76,33.13,348.99
2003,52.66,54.76,14.74,25.2,73.27,7.22,566.44,166,219.89,51.78,363.62
2003,18.84,28.93,89.1,16.1,39.51,7.42,276.09,243.78,231.7,38.39,351.68
2003,56.38,55.94,22.65,23.57,81.24,6.33,938.87,202.54,207.28,63.13,396.14
2003,95.14,96.67,51.28,19.57,82.76,8.04,1891.44,427.85,136.53,188.86,233.54
2003,93,56.7,14.08,17.55,71.44,5.88,1290.41,286.23,224.37,195.63,331.94
2003,62.43,14.29,72.99,34.82,80.29,6.8,1747.72,375.68,240.41,101.38,189.81
2003,20.97,5.46,94.27,28.18,57.61,6.27,1085.47,239.26,123.21,119.91,227.48
2003,53.96,3.73,52.31,24.43,42.47,6.71,246.3,117.81,202.65,192.92,275.54
2003,77.69,54.32,94.34,18.52,76.57,8.28,1042.81,202.14,160.45,67.67,112.42
2003,36.89,85.63,23.21,32.24,39.3,5.79,202.51,148.37,162.84,196.52,273.14
2003,19.45,22.67,31.38,26.68,44.63,6.49,1574.91,134.08,113.23,52.18,251.05
2003,73.81,49.72,85.79,27.81,35.02,7.23,1430.71,476.13,224.82,57.44,247.57
2003,71.93,86.14,17.15,30.88,39.26,8.06,1127.2,181.49,58.42,61.28,380.9
2003,60.65,77.24,99.45,31.17,49.07,5.73,523.64,108.92,194.12,103.38,147.25
2003,44.61,17.28,0.32,26.85,73.33,8.43,1167.71,267.98,251.42,136.3,343.89
2003,0.96,84.16,27.22,20.43,45.63,6.89,480.64,493.33,61.38,177.44,209.8
2003,85.46,10.07,18.27,28.94,88.83,7.66,432.32,159.05,186.03,91.53,267.15
2003,98.72,91.69,91.33,26.63,31.92,8.28,984.23,106.3,276.96,170.17,397.33
2003,89.87,75.76,99.51,26.43,68.31,7.35,1756.04,303.29,247.68,53.32,154.28
2003,21.21,54.34,33.62,14.89,52.94,7.88,477.72,158.02,134.76,107.63,352.21
2003,87.82,4.32,55.1,33.9,81.88,7.63,1142.64,129.8,275.49,148.21,345.41
2003,48.45,67.94,80.48,29.47,30.24,5.87,1032.86,362.62,238.36,124.54,123
2003,93.9,15.48,21.05,12.96,37.56,6.33,523.02,286.95,154,161.52,92.76
2003,96.42,2.73,13.21,33.69,35.63,8.08,1825.35,251.29,192.62,189.9,171.4
2003,86.42,91.78,88.8,11.4,45.96,6.84,370.86,198.84,299.52,43.36,356.39
2003,90.07,29.66,98.75,21.61,50.01,6.02,259.94,486.89,126.38,185.68,364.85
2003,85.17,61.54,35.02,11.82,66.82,7.67,1592.36,243.31,259.92,148.24,378.13
2003,56.76,66.88,37.48,15.88,88.71,6.09,216.49,465.86,251.81,165.39,104.92
2003,92.84,32.88,61.29,10.47,39.9,6.44,1743.77,411.52,296.61,133.96,177.61
2003,41.86,17.01,23.27,30.71,50.68,5.79,1384.26,466.03,238.79,114.37,263.32
2004,0.01,74.76,0.51,26.1,88.6,6.41,1632.91,202.01,250.96,39.32,141.28
2004,94.96,44.99,28.58,22.48,84.45,7.73,932.3,395.17,279.12,193.45,112.3
2004,22.82,71.74,62.56,11.66,61.77,6.54,1328.66,142.26,97.43,127.49,164.17
2004,49.09,76.58,30.22,11.41,79.02,5.94,683.73,368.32,253.73,174.16,227.08
2004,54.49,80.72,41.41,18.68,71.38,5.86,823.66,157.92,240.5,101.91,263.35
2004,17.44,72.12,50.65,26.7,47.23,6.95,1958.11,360.91,296.45,192.2,333.74
2004,64.1,13.63,85.88,19.77,82,7.27,1804.36,434.48,237.17,195.88,259.09
2004,92.97,56.59,63.06,19.88,88.97,8.2,1632.08,144.12,65.48,92.69,130.55
2004,73.95,85.95,26.61,33.31,63.75,7.17,447.49,101.86,84.24,141.87,139.6
2004,30.63,69.84,37.89,22.26,76.48,6.14,1971.42,182.07,84.08,148.03,166.84
2004,62.4,2.72,24.59,12.81,73.48,6.11,1335.09,361.94,67.89,158.03,165.92
2004,59.04,8.1,5.17,17.94,65.84,6.87,714.69,382.68,96.26,195.93,391.41
2004,75.75,15.65,53.11,18.17,80.27,6.36,202.19,158.77,208.23,196.93,62.58
2004,26.99,9.62,85.42,21.08,78.49,5.81,1394.23,180.23,256.32,78.75,97.17
2004,85.85,6.43,52.45,22.91,50.72,6.78,266.75,464.79,239.68,107,251.6
2004,9.9,49.06,87.97,21.87,37.62,5.87,1608.76,215.71,273.8,89.74,240.77
2004,71.9,26.29,88.67,22.56,50.68,7.25,1566.08,486.54,256.65,101.36,244.2
2004,90.39,94.58,36.41,19.22,64.51,6.9,776.33,277.77,203.34,76.91,204.37
2004,86.29,44.85,37.26,24.42,61.13,6.33,323.51,305.87,160.5,121.71,371.08
2004,23.9,3.84,58.24,13.78,44.81,6.72,1453.7,209.18,58.74,131.66,257.21
2004,54.11,47.36,40.91,17.66,60.97,5.96,489.33,343.51,175.16,46.33,136.15
2004,58.95,5.33,99.29,12.63,53.47,5.7,1102.13,400.89,246.91,78.14,149.37
2004,81.91,64.71,7.05,20.04,89.95,8.42,1839.5,351.49,167.03,70.96,338.33
2004,73.13,74.92,41.3,30.41,74.44,6.98,325.21,294.4,115.08,183.79,128.56
2004,88.25,22.23,19.16,20.87,68.87,6.24,1421.02,197.19,294.18,139.48,223.29
2004,10.84,22.09,88.75,13.55,65.65,5.81,1903.6,448.7,54.3,113.57,186.74
2004,81.03,82.79,11.55,26.34,78.71,5.6,1737.82,401.5,283.26,134.6,313.49
2004,35.32,57.5,2.56,14.03,61.04,6.53,1187.77,278.19,269.42,152.8,157.29
2004,55.43,50.26,88.52,24.68,38.98,6.46,1312.47,358.89,297.62,38.23,262.52
2004,72.55,56.84,96.07,34.33,87.88,8.12,1552.3,499.31,123.99,115.33,194.89
2004,98.52,29.48,14.46,27.28,84.67,5.93,492.36,146.63,151.06,90.16,253.59
2004,11.14,8.32,83.8,32.61,57.4,6.03,398.77,319.71,148.6,55.76,192.86
2004,69.12,30.26,41.3,16.01,45.21,7.84,1474.95,132.46,222.03,73.94,280.61
2004,62.79,99.86,10.47,10.01,66.51,5.7,930.65,200.78,174.52,161.42,378.17
2004,12.62,34.94,54.43,31.68,63.66,7.83,236.2,480,114.01,39.76,109.11
2004,40.46,21.67,5.64,26.58,36.29,7.09,205.24,381.62,180.8,63.33,393.3
2004,79.99,64.3,79.53,24.82,34.24,6.19,307.62,480.32,199.62,164.79,311.37
2004,71.4,7.84,41.57,15.32,58.51,8.17,1802.46,233.53,296.98,81.12,272.14
2004,66.86,41.68,68.3,11.45,33.81,7.69,633.77,370.63,260.08,91.69,100.82
2004,32.47,17.92,73.88,15.37,48.83,7.31,798.15,486.86,246.45,56.49,176.02
2004,83.25,7.4,84.07,17.07,43.25,6.67,871.52,102.35,51.24,165.28,219.11
2004,22.95,23.91,1.91,26.98,36.91,7.31,1372.16,408.36,95.09,111.98,320.43
2004,37.99,73.95,78.56,29.29,49.53,6,1031.39,345.55,210.12,191.56,121.07
2004,4.83,53.84,8.91,10.44,76.18,5.93,1386.96,390.51,138.47,106.54,378.87
2004,21.85,89.99,1.92,22.56,63.87,6.84,1290.4,162.26,182.45,93.63,269.46
2004,98.21,23.54,24.21,17.08,44.68,8.24,442.32,357.18,177.9,146.62,264
2004,68.26,83.05,69.52,23.88,63.83,7.53,1818.61,332.21,258.68,193.36,199.74
2004,26.4,46.84,9.69,16.53,57.67,7.67,822.14,105.03,95.98,117.29,118.32
2004,27.18,77,66.03,27.08,46.69,6.78,1603.93,325.63,278.92,64.54,357.76
2004,80.79,52.98,30.76,11.37,66.37,6.51,1171.04,413.18,75.81,143.82,252.81
2004,65.84,69.44,78.35,26.57,49.27,6.69,1837.83,479.83,203.4,111.41,399.65
2004,92.48,34.57,21.08,20.42,83.12,7.76,1169.22,325.87,270.93,62.44,229.99
2004,94.07,93.86,39.49,31.51,37.43,7.8,483.11,390.43,166.41,38.13,168.15
2004,23.01,1.45,35.04,16.6,68.06,7.04,1749.51,116.96,79.37,156.26,379.32
2004,54.77,94.71,63.14,22.81,63.57,6.63,477.32,255.49,159.15,116.5,262.14
2004,63.29,31.24,4.7,10.3,58.09,7.9,1123.77,123.04,253.61,122.36,156.19
2004,41.26,62.96,24.64,19.49,65.87,7.22,1455.47,148.75,197.88,143.27,210.11
2004,47.13,52.28,75.58,30.1,54.03,6.27,528.87,384.57,105.32,161.13,335.26
2004,88.92,61.18,55.38,33.38,76.52,7.83,726.69,467.92,247.69,45.32,303.29
2004,38.41,76.26,94.66,30.54,51.32,6.05,1730.96,428.47,191.72,186.74,180.41
2004,1.32,10.06,92.07,34.51,84.53,8.02,1677.48,385.23,149.57,103.08,95.04
2004,94.92,95.17,59.36,28.43,80.92,6.14,909.65,110.38,163.93,58.89,234.18
2004,49.47,13.07,52.75,28.79,53.66,5.76,738.21,266.54,268.67,186.59,391.28
2004,34.88,82.09,18.05,30.15,53.33,7.51,318.58,237.32,189.17,169.51,260.24
2004,79.28,33.36,64.76,17.79,86.64,8.09,1621.19,452.25,79.34,122.06,143.71
2004,42.48,54.36,8.64,22.38,87.02,5.56,1823.73,311.64,266.96,66.87,166.78
2004,56.74,61.51,2.19,21.32,71.8,6.72,401.5,309.36,143.06,184.32,246.64
2004,85.31,55.25,60.88,33.28,72.41,5.94,377.83,258.9,186.52,171.8,95.18
2004,3.5,52.88,9.27,14.65,63.41,6.73,1893.56,144.47,90.32,139.3,135.51
2004,99.45,54.66,21.79,29.61,83.5,7.82,1064.51,317.4,88.52,41.06,299.22
2004,3.23,68.85,80.65,30.42,45.73,5.53,1673.55,232.88,201.17,145.19,94.68
2004,2.97,84.11,32.07,18.93,89.4,6.61,1049.93,239.85,158.02,180.8,182.42
2004,64.4,39.34,74.18,33.73,52.04,8.4,607.26,154.93,105.43,42.22,171.53
2004,70.2,57.56,79.25,26.74,67.57,7.49,764.04,191.05,293.74,150.25,67.92
2004,64.63,71.3,39.91,27.65,78.94,7.7,1099.17,380.9,227.76,150.99,245.48
2004,44.25,37.51,77.42,27.72,74.28,7.33,1906.15,407.73,144.72,107.84,193.02
2004,98.15,13.63,5.74,28.63,38.11,7.05,741.81,149.3,130.6,54.27,129.25
2004,31.36,19.33,83.47,30.48,89.08,6.86,885.66,290.11,258.85,57.91,212.85
2004,82.35,55.98,27.42,19.9,76.85,6.54,1959.04,253.65,227.61,128.45,161.56
2004,7.93,96.4,58.28,15.51,36.89,6.16,1845.46,293.8,289.52,139.17,390.71
2004,19.48,51.9,87.11,29.38,84.54,5.57,230.93,437.72,251.67,184.73,158.15
2004,81.57,78.03,16.61,20.34,37.98,6.79,1918.95,171.27,255.14,133.77,264.67
2004,70.25,31.86,14.85,32.91,86.57,8.27,1700.5,226.78,177.97,189.3,105.9
2004,38.79,46.43,67.23,10.78,82.42,7.81,591.78,240.81,253.34,80.08,317.16
2004,70.14,78.31,39.75,20.93,69.79,8.02,1586.17,489.55,70.85,133.94,343.21
2004,14.49,79.53,34.56,19.88,55.26,5.54,703.06,290.89,236.01,167.45,362.03
2004,9.41,21.07,17.94,27.06,30.94,6.98,265.6,179.16,232.93,78.64,385.44
2004,31.36,42.71,67.91,12.94,35.8,5.93,988.9,441.27,277.7,45.28,187.87
2004,78.89,77.55,97.99,26.05,43.87,6.75,1565.4,379.79,109.29,134.92,122.61
2004,66.09,58.45,35.05,32.21,67.39,6.01,1206.62,277.07,97.3,187.98,253.65
2004,3.16,7.41,53.37,28.4,79.08,6.91,797.71,387.83,97.78,120.32,272.31
2005,0.51,57.65,6.36,18,52.82,6.93,1235.14,329.82,209.67,134.2,371.82
2005,18.32,24.12,13.1,23.91,35.36,8.17,474.2,287.1,158.64,104.09,149.64
2005,34.64,21.34,66.28,20.04,37.29,6.87,1713.29,180.21,62.24,142.58,125.01
2005,28.56,33.64,71.25,14.49,37.44,7.9,1092,402.78,166.08,168.11,128.55
2005,56.02,90.9,96.74,33.51,72.27,5.67,938.67,369.6,147.27,108.33,247.16
2005,60.26,68.36,75.66,19.55,54.53,7.66,312.33,418.64,241.31,44.37,166.04
2005,13.41,55.69,46.07,20.57,69.64,6.01,1539.13,240.89,59.3,73.49,353.9
2005,33.11,95.79,13.92,21.85,57.98,6.11,1904.45,422.27,188.12,114.46,185.32
2005,95.73,85.55,72.8,30.05,83.4,7.31,579.44,210.87,226.8,43.98,224.05
2005,36.93,73.5,67.67,17.35,68.54,7.62,995.84,206.63,100.67,148.74,129.7
2005,49.75,93.77,81.2,31.26,76.29,7.41,634.35,499.93,198.32,160.35,327.09
2005,41.27,15.39,60.09,10.01,85.01,6.04,1699.47,340.81,204.88,100.84,174.79
2005,48.69,15.13,57.31,30.1,87.94,5.82,501.38,474.65,114.06,112.38,318.86
2005,5.06,42.73,40.59,33.68,37.41,6.09,1845.59,106.22,143.77,80.64,183.96
2005,46.02,84.77,77.6,18.12,43.68,8.49,737.11,184.07,281.61,83.1,126.67
2005,15.66,32.89,2.48,11.36,61.07,6.85,275.21,437.45,129.07,168.56,70.09
2005,22.73,31.43,78.76,22.63,44.26,6.9,514.58,398.39,202.83,177.79,214.99
2005,91.79,7.65,49.64,20.65,45.46,6.58,1856.95,281.08,105.92,75.93,87.3
2005,4.64,31.19,39.79,21.39,39.87,7.96,722.1,394.14,195.33,100.59,330.53
2005,88.79,84.26,47.48,10.63,53.21,7.88,1837.47,493.21,237.83,63.83,326.03
2005,37.58,13.96,10.57,14.11,65.98,7.84,708.69,141.07,227.47,43.91,310.93
2005,27.48,85.72,64.1,19.03,58.86,8.09,1428.17,244.99,275.2,193.48,354.33
2005,19.88,67.09,78.57,31.92,75.89,5.91,1474.25,331.06,238.43,42.05,282.96
2005,29.61,20.31,19.92,17.06,52.98,6.84,1553.79,279.03,60.71,154.95,383.39
2005,44.67,29.07,2.79,27.33,76.5,6.62,1036.55,481.46,83.59,69.81,200.29
2005,5.36,86.3,82.95,19.34,74.26,6.36,1028.45,319.39,286.74,30.05,85.06
2005,57.71,69.96,69.58,33.8,72.97,5.94,1807.57,137.55,260.59,172.44,71.92
2005,37.48,91.6,86.11,30.07,76.32,7.6,1059.5,245.02,172.15,147.23,300.53
2005,61.45,15.03,2.91,25.27,49.95,6.02,344.57,307.58,55.99,188.17,307.47
2005,71.17,85.35,32.19,24.38,33.58,7.13,1074.16,119.07,222.02,92.13,175.43
2005,1.66,24.8,86.78,28.22,48.71,7.49,357.72,187.66,213.13,169.83,173.43
2005,95.42,81.26,77.45,34.82,49.65,6.19,599.75,340.01,156.46,113.66,119.97
2005,46.12,87.85,10.65,22.52,41.39,8.22,1640.21,490.62,192.46,56.87,110.33
2005,57.23,80.05,92.02,22.85,37.27,6.04,1014.9,164.47,255.35,192.59,328.32
2005,28.96,39.3,73.63,14.48,80.79,6.65,1147.65,445.23,123.46,189.55,284.75
2005,34.57,33.23,62.56,21.77,64.34,6.58,396.68,352.63,220.19,43.34,66.03
2005,14.98,88.44,10.21,23.16,31.09,8.44,1472.44,125.08,227.96,170.19,356.66
2005,40.2,72.36,44.9,23.23,69.08,8.42,1952.51,420.8,104.04,151.1,269.04
2005,24.89,5.01,86.53,20.99,64.39,7.56,1761.7,429.39,137.77,61.8,180.07
2005,21.6,59.95,22.93,32.48,86.01,8.4,437.93,398.23,74.99,74.93,234.32
2005,79.6,18.73,2.85,20.43,81.05,6.43,1069.51,326.2,127.42,164.43,165.09
2005,72.07,46.3,31.64,19.91,45.86,6.99,514.92,436.02,110.85,106.15,250.52
2005,51.62,8.93,79.15,15.02,42.06,7.92,1709.95,372.09,154.28,55.44,207.49
2005,47.09,10.93,42.41,23.6,54.86,5.91,506.56,411.91,53.75,85.98,127.92
2005,85.55,60.54,55.45,29.41,73.29,6.81,685.05,487.24,83.85,159.18,384.64
2005,10.95,49.09,41.5,13.42,67.29,7.32,478.63,307.01,279.75,184.83,252.49
2005,28.77,49.69,82.18,20.53,61.94,7.12,1223.82,110.84,88.66,169.58,324.34
2005,19.38,66.42,72.06,29.53,60.82,8.48,836.64,293.77,172.68,189.97,296.32
2005,65.15,45.53,28.01,27.02,84.93,6.15,540.02,299.56,152.34,52.52,81.53
2005,66.23,24.23,95.05,34.09,52.39,7.24,929.56,117.75,279.81,32.17,386.06
2005,7.05,96.12,89.86,12.99,71.27,7.15,384.34,150.92,56.2,52.09,239.86
2005,21.28,33.04,20.99,31.96,65.73,7.79,1710.35,394.29,77.59,191.97,383.31
2005,30.43,92.45,57.08,26,83.6,8.04,1178.05,356.98,191.55,141.25,125.51
2005,43.45,67.63,99.74,16.6,50.86,5.76,235.99,430.8,211.8,59.35,182.52
2005,61.9,66.76,40.1,29.36,77.02,6.97,1037.85,345.82,237.56,70.96,128.7
2005,97.13,63.51,57.67,18.13,30.64,7.46,1901.59,482.82,178.88,171.67,380.31
2005,8.18,67.37,36.07,33.88,41.4,8.36,445.15,393.77,202.86,153.46,265.43
2005,11.4,5.9,82.59,30.97,62.84,7.77,1313.52,246.64,197.74,146.78,286.67
2005,17.17,99.71,62.39,31.17,89.69,5.93,1522.85,255.5,130.64,190.03,239.15
2005,90.86,95.25,88.52,22.38,68.34,7.84,1657.69,303.44,92.85,135.2,397.59
2005,89.17,58.88,86.07,27.19,49.73,8.32,444.6,321.43,184.17,126.25,179.19
2005,66.88,29.32,47.61,23.33,39.96,6.88,258.41,459.55,237.42,154.87,330.14
2005,41.61,46.96,61.32,24.08,31.85,6.49,1042.51,106.83,209.2,133.98,203.82
2005,32.29,60.18,96.4,33.41,48.05,5.56,1825.32,212.4,204.68,76.38,61.67
2005,51.81,6.95,9.11,34.61,65.28,7.01,210.64,244.7,144.83,96.33,142.41
2005,82.43,94.09,40.02,24.3,70.96,8,1330.4,261.09,179.3,168.32,213.53
2005,18.9,35.8,36.65,18.49,57.92,6.09,1908.5,472.52,169.98,95.55,112.26
2005,42.55,7.17,62.92,27.37,56.99,8.06,884.35,428.84,58.6,168.78,271.86
2005,36.89,48.5,64.5,26.32,85.1,6.49,913.64,230.1,147.73,92.36,376.83
2005,40.32,26.77,49.83,13.1,72.6,7.57,885.88,222.77,275.49,90.86,160.02
2005,43.23,69.64,61.17,31.4,58.78,7.69,562.04,267.4,161.98,129.99,212.42
2005,83.25,97.25,59.65,23.19,67.62,7.21,1702.67,326.81,209.06,138.1,243.7
2005,71.92,20.23,57.22,34.86,77.88,8.1,790.67,396.11,185.03,79.66,338.65
2005,84.96,72.86,10.7,11.38,52.26,7.36,1158.1,426.01,212.08,136.06,303.2
2005,74.2,96.37,79.92,12.59,55.11,7.66,1251.97,164.29,205.32,70.92,164.49
2005,76.1,68.01,17.96,21.61,53.02,7.85,924.01,459.98,89.23,190.3,308.02
2005,55.76,90.19,86.05,24.99,62.33,8.09,261.5,424.61,95.11,58.46,371.31
2005,35.3,92.28,75.08,25.51,77.08,6.87,400.32,477.64,249.13,123.75,117.47
2005,2.63,87.63,17.87,26.26,85.98,7.61,1333.13,443.42,229.39,110.78,338.72
2005,68.35,57.89,91.19,19.81,47.94,7.26,1431.66,392.23,257.49,81.55,178.28
2005,69.25,77.16,0.36,16.02,37.4,7.63,1435.68,206.63,94.32,78.71,87.87
2005,2.31,18.75,22.21,16.11,83.22,7.28,1554.21,230.01,170.58,192.76,268
2005,23.08,22.25,63.73,13.14,39.44,8.23,1846.1,117.1,234.19,115.32,360.95
2005,48.82,99.26,67.89,17.12,47.32,8.05,1049.96,127.44,186.09,195.29,388.2
2006,87.72,62.05,27.72,32.48,40.12,8.09,1435.47,198.11,145.38,197.48,76.31
2006,88.87,87.34,62.86,34.07,86.5,6.97,1885.49,370.52,215.67,47.81,289.52
2006,93.12,17.22,76.49,30.86,77.93,8.4,1530.46,425.15,80.84,71.43,374.51
2006,37.32,16.63,77.51,12.07,39.63,7.61,1325.65,183.5,277.91,70.61,197.99
2006,9.11,18.86,97.97,10.27,56.73,5.82,238.47,450.91,232.86,121.49,122.89
2006,46.84,31.53,32.11,16.99,42.75,6.08,1196.84,191.16,171.64,85.22,60.86
2006,49.1,52.81,66.04,12.09,58.26,5.65,807.07,460.14,56.34,173.59,378.46
2006,51.99,59.7,88.94,31.93,46.41,8.03,1094.07,333.64,142.71,89.09,367.13
2006,42.46,59.72,54.13,13.84,53.87,6.05,765.1,486.63,50.66,153.15,240.73
2006,34.11,48.98,82.06,22.44,53.28,7.64,1570.94,134.26,170.99,95.9,124.88
2006,62.35,26.33,13.62,34.77,80.65,6.75,356.99,472.29,69.38,85.64,283.05
2006,22.79,18.04,85.22,11.15,76.09,7.51,227,311.57,230.12,159.07,244.27
2006,46.44,42.65,78.5,25.71,34.2,6.98,789.09,307.42,167.61,85.22,384.05
2006,93.91,46.64,0.85,32.13,70.25,6.96,1428.11,333.99,265.05,66.17,194.67
2006,83.15,40.44,44.66,21.43,61,7.51,1364.17,139.24,67.05,102.59,286.55
2006,31.74,18.28,99.98,16.06,66.41,8.3,1569.3,287.24,87.88,141.52,352.91
2006,59.14,29.54,91.02,23.94,63.03,7.6,1064.39,405.18,233.74,107.09,204.26
2006,29.34,98.05,73.65,10.24,34.27,5.63,1410.91,199.31,227.68,37.92,326.06
2006,12.01,2.56,57.54,19.21,57.61,6.38,502.85,446.44,129.53,107.98,232.15
2006,45.07,25.79,51.61,18.48,86.9,6.92,218.5,318.88,99.43,144.31,203.03
2006,83.82,23.19,17.36,20.14,88.49,5.96,1099.82,214.72,206.49,99.79,286.21
2006,44.68,55.37,77.47,18.2,50.28,8.1,735.59,299.51,105.73,114.96,252.88
2006,0.52,24.08,42.51,13.22,81.43,6.29,224.44,375.58,282.46,153.11,117.56
2006,54.26,75.11,10.09,25.44,75.08,5.74,1674.26,412.62,290.16,125.36,393.55
2006,19.12,77.69,96.16,27.64,42.79,7.18,1087.8,374.94,175.73,49.57,324.22
2006,65.65,99.26,59.52,32.8,56.99,6.33,1038.55,377.99,56.62,120.55,198.61
2006,88.51,96.01,2.43,26.12,56.07,6.07,1947.83,431.9,100.69,185.38,176.07
2006,12.22,86.98,52.3,29.9,69.86,8.19,1936.15,426.85,183.97,123.55,305.44
2006,47.95,14.61,91.15,23.12,72.1,5.84,816.97,489.05,199.36,98.96,233.11
2006,53.94,53.85,59.65,22.14,84.71,6.3,1805.67,464.03,218.23,95.45,247.01
2006,35.41,90.55,97.09,19.03,86.16,7.93,1064.62,260.93,106.85,59.37,296.22
2006,24.26,84.4,72.06,25.79,58.32,5.59,1535.4,275.41,207.48,162.96,394.87
2006,12.36,35.13,98.8,18.29,55.99,7.33,839.12,287.01,113.53,173.1,182.22
2006,77.84,66.1,81.56,17.15,35.3,5.51,220.84,321.42,216.18,83.38,174.14
2006,8.19,46.24,59.27,23.5,73.71,6.27,1942.84,435.62,116.73,43.63,228.68
2006,66.65,19.11,16.11,32.78,36.83,5.71,1913.15,460.42,244.98,113.7,127.69
2006,29.85,71.56,75.74,33.08,56.98,6.09,369.23,284.35,124.45,116.37,145.59
2006,26.17,92.55,43.14,23.65,50.17,7.66,1351.44,109.94,172.94,109.3,281.87
2006,84.77,39.83,45.55,14.61,78.54,5.85,498.36,457.12,164.11,135.36,155.8
2006,97.01,46.77,79.81,12.11,52.58,7.82,1062.02,322.77,237,176.82,354.92
2006,80.1,14.09,9.21,22.02,67.83,6.1,1755.96,316.32,202.85,151.27,292.02
2006,48.34,34.41,79.86,31.9,36.04,7.45,1454,331.66,263.57,136.5,116.51
2006,96.84,73.96,52.42,14.46,86.52,8.16,1029.98,329.25,193.12,55.74,360.11
2006,82.42,49.95,48.76,23.24,45.82,8.48,807.15,298.65,144.32,183.19,133.9
2006,63.75,23,40.58,31.14,67.02,5.69,517.77,295.92,266.33,165.12,336.77
2006,55.61,66.35,55.77,26.19,48.03,7.47,1344.91,163.48,135.06,30.18,144.25
2006,26.13,52.05,19.83,10.94,51.97,7.89,1901.42,228.7,129.21,125.04,380.62
2006,84.2,10.95,87.9,20.12,47.12,8.46,1796.3,473.1,191.88,41.8,108.49
2006,22.98,30.76,28.82,25.65,42.06,5.69,202.2,311.35,244.64,51.7,277.84
2006,44.35,2.09,89.21,17.75,39.32,7.41,389.72,342.41,198.93,39.56,192.32
2006,17.32,66.57,12.38,31.31,45.76,6.52,590.3,307.91,172.6,186.39,247.17
2006,75.28,21.57,3.64,30.43,50.82,7.32,1166.85,334.26,67.55,195.93,259.06
2006,99.35,42.46,26.77,25.97,40.58,6.65,471.03,308.76,168.2,179.11,85.6
